,turning and turning in the (All),and turning in the widening,turning in the widening gyre,mere anarchy is loosed upon (All),anarchy is loosed upon the,is loosed upon the world,The blood dimmed tide is,blood dimmed tide is loosed,dimmed tide is loosed and,tide is loosed and everywhere,the ceremony of innocence is (All),ceremony of innocence is drowned,the best lack all conviction (All),best lack all conviction while,lack all conviction while the,all conviction while the worst,surely some revelation is at (All),some revelation is at hand,Surely the Second Coming is,the second coming is at (All),second coming is at hand (All),Hardly are those words out,When a vast image out,a vast image out of,vast image out of Spiritus,image out of Spiritus Mundi,somewhere in sands of the (All),in sands of the desert,A shape with lion body,shape with lion body and,with lion body and the,lion body and the head,body and the head of,and the head of a (All),the head of a man (All),a gaze blank and pitiless (All),gaze blank and pitiless as,blank and pitiless as the,and pitiless as the sun,Is moving its slow thighs,Reel shadows of the indignant,shadows of the indignant desert,of the indignant desert birds,That twenty centuries of stony,twenty centuries of stony sleep,Were vexed to nightmare by,vexed to nightmare by a,to nightmare by a rocking,nightmare by a rocking cradle
1959,0.011255528120646119,0.01071955058051799,0.01071955058051799,0.01822323636435641,0.018223236253334107,0.01768725965689555,0.0,0.0,0.0005359775401281297,0.0005359775401281297,0.015007370901543027,0.013399438891781301,0.019831168762696194,0.0026798876451294973,0.0026798876451294973,0.0026798876451294973,0.0032158653517910807,0.0032158653517910807,0.0026798876451294973,0.0026798876451294973,0.0026798876451294973,0.0026798876451294973,0.002143910160512519,0.0026798876451294973,0.0026798876451294973,0.0026798876451294973,0.002143910160512519,0.002143910160512519,0.003751842836408059,0.003751842836408059,0.003751842836408059,0.004287820321025038,0.012327483034368925,0.08736434020661932,0.07074903296544477,0.0037518428919192104,0.003751842836408059,0.003751842836408059,0.004823797805642016,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807
1960,0.006609095826171085,0.005664939184413242,0.005664939184413242,0.01746689548554059,0.01746689548554059,0.017938974750109082,0.0,0.0,0.0,0.0,0.02171560109509585,0.02124352249666117,0.022187679249441317,0.0,0.0,0.0,0.008025330622274396,0.009913643239656267,0.006137017560803315,0.009913644016812384,0.01085779988141411,0.008969487375054541,0.009441565751444614,0.009441565751444614,0.013218190986208356,0.011801956745216557,0.008497408998664469,0.008497408998664469,0.008969487375054541,0.008969487375054541,0.008969487375054541,0.011329878368826485,0.025492226995993406,0.0878065595788513,0.08261369777162741,0.008969487375054541,0.008969487375054541,0.008969487375054541,0.008969487375054541,0.008969487375054541,0.010857799992436412,0.010857799992436412,0.010857799992436412,0.006609095493104178,0.008497408998664469,0.006609095493104178,0.006609095493104178,0.006609095493104178,0.006609095493104178
1961,0.00818081336007026,0.00818081336007026,0.00818081336007026,0.012055934667243307,0.012055934917043487,0.012486504274988874,0.001722276432580827,0.001722276432580827,0.00043056910814520677,0.00043056910814520677,0.012486504274988874,0.012055934917043487,0.017222764936430934,0.0,0.0,0.0,0.004305690914918614,0.004305690914918614,0.004305690914918614,0.004305690914918614,0.004305690914918614,0.0038751220010624365,0.004305690914918614,0.0060279674585217435,0.008611381829837228,0.006889105730323308,0.007319674644179486,0.007319674644179486,0.006458536816467131,0.006458536816467131,0.006458536816467131,0.006458536816467131,0.012486504274988874,0.08223870093249097,0.060710243166006705,0.00818081336007026,0.008611381829837228,0.009041951187782615,0.009041951187782615,0.007319674644179486,0.006458536816467131,0.006458536816467131,0.006458536816467131,0.006458536816467131,0.006458536816467131,0.006458536816467131,0.006458536816467131,0.006458536816467131,0.006458536816467131
1962,0.005881072961955169,0.006273144670387865,0.00666521637882056,0.014506647438849996,0.014506647438849996,0.015290790855715386,0.0,0.0,0.0011762146812088758,0.0011762146812088758,0.01137007493712261,0.011370074659566853,0.01333043275764112,0.0,0.0,0.0,0.0035286438215820226,0.0035286438215820226,0.0031365723351939323,0.004312787016402808,0.004312787016402808,0.004312787016402808,0.0035286438215820226,0.003920715307970113,0.003920715307970113,0.0035286438215820226,0.004704858391768596,0.005096929989178989,0.005096929989178989,0.005096929989178989,0.005096929989178989,0.005096929989178989,0.01411457528632809,0.07449359290534474,0.05528208635308118,0.005096929989178989,0.005096929989178989,0.005096929989178989,0.005096929989178989,0.004704858724835503,0.004704858724835503,0.004704858724835503,0.004704858724835503,0.0031365723351939323,0.0031365723351939323,0.0031365723351939323,0.004312787016402808,0.004312787016402808,0.004312787016402808
1963,0.014211003096509245,0.01196716059581604,0.013463055559270742,0.018324715189699248,0.018324714190498526,0.019446636301267972,0.0,0.0,0.0,0.0,0.019446635440845128,0.01795074133781327,0.0190726626714266,0.0,0.0,0.001869868926362983,0.016828819227043823,0.018324714190498526,0.012341134336679715,0.01495895074477005,0.013089081818407067,0.010845239373225013,0.008975370668906635,0.008975370668906635,0.01196716059581604,0.011219213114088689,0.011967160706838342,0.01196716059581604,0.010471265632361337,0.010845239373225013,0.01196716059581604,0.01196716059581604,0.01533292426358912,0.06955911768802281,0.07217693667738168,0.011219213225110991,0.012341134336679715,0.016454846374358567,0.015706898892631216,0.010471265632361337,0.011219213114088689,0.011219213114088689,0.010097291891497662,0.013089081818407067,0.01533292426358912,0.013463055559270742,0.013463055559270742,0.013463055559270742,0.01196716059581604
1964,0.009801320505209432,0.009424346636421888,0.009424346636421888,0.010932241778505158,0.011309215786070581,0.011309215786070581,0.0,0.0,0.0,0.0,0.012440138030811454,0.010555268659118155,0.019225666836319988,0.0007539477375750891,0.0007539477375750891,0.0007539477375750891,0.003769738743386597,0.003769738743386597,0.003769738743386597,0.003769738743386597,0.003769738743386597,0.003769738743386597,0.0030157909503003566,0.003769738743386597,0.00414671275095202,0.00414671275095202,0.0030157909503003566,0.0030157909503003566,0.002638817164779539,0.002638817164779539,0.0022618431572141162,0.002638817164779539,0.007916451494338617,0.06559345422374463,0.061446739918480375,0.002638817164779539,0.003769738743386597,0.004900660321993655,0.005277634329559078,0.0030157909503003566,0.005277634329559078,0.005277634329559078,0.005277634329559078,0.0033927647358211743,0.0033927647358211743,0.0033927647358211743,0.0033927647358211743,0.0033927647358211743,0.0033927647358211743
1965,0.004014420074138769,0.003679885063334609,0.003679885063334609,0.011708725544679055,0.012043260610994366,0.012377795677309678,0.0,0.0,0.0006690700216083201,0.0006690700216083201,0.0076943054150291346,0.006690700438127806,0.008697909836818951,0.0010036049769013289,0.0010036049769013289,0.0013381400432166402,0.002341745020117969,0.0026762800864332803,0.002341745020117969,0.0030108150972374403,0.0026762800864332803,0.002341745020117969,0.0030108151527485916,0.003679885063334609,0.0030108151527485916,0.003345350219063903,0.004348955195965232,0.004683490040235938,0.002341745020117969,0.003679885063334609,0.003679885063334609,0.003679885063334609,0.007025235060353907,0.07493584230910955,0.05854362628010534,0.003679885063334609,0.004683490040235938,0.005018025106551249,0.005018025106551249,0.0030108151527485916,0.0030108151527485916,0.003345350219063903,0.0030108151527485916,0.0016726751095319514,0.002341745020117969,0.0016726751095319514,0.0020072099538026578,0.0020072099538026578,0.0020072099538026578
1966,0.01082790679340917,0.00796169619121656,0.008280164109919497,0.010827906404831111,0.010827906571364565,0.013057181114106697,0.0,0.0,0.0,0.00031846783543620916,0.00828016402665277,0.007643228272513625,0.0140125846481709,0.00031846783543620916,0.00031846783543620916,0.00031846783543620916,0.0031846782988509403,0.0035031462175538763,0.0031846782988509403,0.0031846782988509403,0.0031846782988509403,0.0028662106021926093,0.0028662106021926093,0.0025477426834896733,0.0035031462175538763,0.0038216141362568123,0.0038216141362568123,0.0038216141362568123,0.0031846782988509403,0.004140082054959748,0.004140082054959748,0.004140082054959748,0.008598631140444013,0.0767507470911255,0.06273816280377709,0.0038216141362568123,0.0038216141362568123,0.0038216141362568123,0.0038216141362568123,0.0028662106021926093,0.0028662106021926093,0.0028662106021926093,0.0028662106021926093,0.0031846782988509403,0.0031846782988509403,0.0028662106021926093,0.0031846782988509403,0.0031846782988509403,0.0031846782988509403
1967,0.0057328283231683486,0.004525916974529309,0.004525916974529309,0.01206911248718967,0.012672567883953434,0.012672567883953434,0.0,0.0,0.0,0.0,0.009051834504170131,0.009051833949058619,0.010560473329146447,0.0009051834282125526,0.0009051834282125526,0.0009051834282125526,0.0045259172520850655,0.005129372926404585,0.003922461466743243,0.004827644894955796,0.00422418938716973,0.0033190059589571774,0.0027155502291265066,0.0036207337128502104,0.004224189442680881,0.003922461466743243,0.0033190059589571774,0.0033190059589571774,0.004827644950466947,0.005129372926404585,0.005129372926404585,0.005431100458253013,0.006939739449762783,0.06155247267436437,0.060043834015921504,0.005129372926404585,0.005129372926404585,0.006638011917914355,0.006638011917914355,0.003922461466743243,0.004827644950466947,0.004827644950466947,0.004827644950466947,0.0030172779830195395,0.0033190059589571774,0.0033190059589571774,0.0033190059589571774,0.0033190059589571774,0.0033190059589571774
1968,0.009729509087286203,0.009451523119707872,0.009451523119707872,0.021126934091064697,0.021126933091863975,0.02223887740626651,0.0,0.0,0.0008339579027349941,0.0008339579027349941,0.013065340587203877,0.014177284235472598,0.02140492005864303,0.0016679158054699883,0.0019459016620260172,0.0019459016620260172,0.005281733272965994,0.0058377054301672615,0.004447775481253302,0.00555971946258893,0.00555971946258893,0.0033358316109399766,0.0033358316109399766,0.0036138176895406104,0.0033358316109399766,0.0030578455323393428,0.002223887740626651,0.002223887740626651,0.0036138176895406104,0.0033358316109399766,0.0033358316109399766,0.0036138176895406104,0.006393677143279319,0.06449274703168584,0.06004496821976346,0.0038918033240520344,0.00500374763845457,0.00500374763845457,0.00500374763845457,0.0036138176895406104,0.0038918033240520344,0.0038918033240520344,0.0038918033240520344,0.0033358316109399766,0.0036138176895406104,0.0033358316109399766,0.0033358316109399766,0.0033358316109399766,0.0033358316109399766
1969,0.006722078893517391,0.005601732411264493,0.005601732411264493,0.018205629892520392,0.019045890198299276,0.017645456651393943,0.0,0.0,0.0,0.0,0.012323811304781884,0.011763638063655435,0.01680519767788269,0.0016805197233793479,0.0016805197233793479,0.0016805197233793479,0.002240692964505797,0.0025207795850690218,0.0019606063439425725,0.0025207795850690218,0.0025207795850690218,0.0019606063439425725,0.0019606063439425725,0.002240692964505797,0.0019606063439425725,0.002240692964505797,0.002240692964505797,0.002240692964505797,0.002240692964505797,0.0025207795850690218,0.0025207795850690218,0.0025207795850690218,0.0036411260673219203,0.07198226281701636,0.07030174486999385,0.002240692964505797,0.0025207795850690218,0.0025207795850690218,0.0025207795850690218,0.002240692964505797,0.0028008662056322464,0.003080952826195471,0.003080952826195471,0.0036411260673219203,0.00420129930844837,0.003080952826195471,0.003921212687885145,0.003921212687885145,0.003921212687885145
1970,0.007562749648748479,0.0064823568735050685,0.0064823568735050685,0.015935793684640487,0.016746087183605596,0.016746087183605596,0.0,0.0,0.00027009819381085265,0.00027009819381085265,0.009453436367046208,0.008913240812091772,0.020797561228746986,0.0010803927752434106,0.0010803927752434106,0.0010803927752434106,0.004321571156484794,0.004591669267028919,0.0037813747688630883,0.0037813747688630883,0.004051472962673941,0.0024308837165420982,0.0024308837165420982,0.0027009818825973753,0.0027009818825973753,0.0024308837165420982,0.003781374796618664,0.0037813747688630883,0.0035112766028078113,0.0048617674330841965,0.0048617674330841965,0.0048617674330841965,0.009183338534057839,0.07886867559037114,0.07535739865449642,0.0035112766028078113,0.004051472934918365,0.0051318655991394735,0.0051318655991394735,0.0035112766028078113,0.0035112766028078113,0.004321571100973642,0.004321571100973642,0.004051472934918365,0.004321571100973642,0.0035112766028078113,0.0035112766028078113,0.0037813747688630883,0.0037813747688630883
1971,0.009792418431686656,0.008976384080483513,0.008704372334022992,0.018224779019249127,0.018224779907427546,0.018224779907427546,0.0,0.0,0.000544023270876437,0.0002720116354382185,0.013056558723079092,0.012784546754573967,0.01958483730746252,0.000544023270876437,0.000544023270876437,0.000544023270876437,0.004080174420550975,0.004080174420550975,0.003808162674090454,0.004080174420550975,0.004352186055989193,0.002720116354382185,0.002448104829966269,0.002720116354382185,0.002448104829966269,0.002720116354382185,0.0038081627851127564,0.003808162674090454,0.004352186167011496,0.004896209659932538,0.005168220962303849,0.005168220962303849,0.009792419319865076,0.07126705003912548,0.06283469100587524,0.004624197913472017,0.004624197913472017,0.004896209659932538,0.004896209659932538,0.004080174420550975,0.003536151371719143,0.003536151371719143,0.003536151371719143,0.003808162674090454,0.004624197913472017,0.004080174420550975,0.004080174420550975,0.004080174420550975,0.004080174420550975
1972,0.008470732393295322,0.007676601576633857,0.007941311608306023,0.016941464786590643,0.017206176039508136,0.01694146511965755,0.0,0.0,0.0005294207849892985,0.0005294207849892985,0.013764940520744062,0.013235519347176705,0.016412044612224008,0.0013235519347176705,0.0013235519347176705,0.002117683139957194,0.004764787148170413,0.005823628690393434,0.0039706558041530116,0.00450007658914231,0.0055589180480986045,0.005029497263109306,0.0037059455504362404,0.004235366279914388,0.004500076755675764,0.004235366279914388,0.005294207655603955,0.005294207738870682,0.005558918214632058,0.006882470149349729,0.006617759673588353,0.007147180625111105,0.010588415477741364,0.06353049308849279,0.050559685327300485,0.0060883390828880835,0.00608833916615481,0.006617759673588353,0.007676601576633857,0.005823628690393434,0.005294207738870682,0.005294207738870682,0.005294207738870682,0.00476478723143714,0.005029497263109306,0.005029497263109306,0.005029497263109306,0.005029497263109306,0.005029497263109306
1973,0.010074976186658091,0.007079713260083054,0.007079713260083054,0.019060764966383204,0.019333063150384078,0.019877656853850567,0.0002722966574442154,0.0002722966574442154,0.0,0.0,0.013342536409055583,0.013342535964966373,0.014976316631276632,0.0010891866297768615,0.0010891866297768615,0.0010891866297768615,0.003539856630041527,0.003539856630041527,0.003539856630041527,0.0038121532874857422,0.003539856630041527,0.003539856630041527,0.003267560000352887,0.003267560000352887,0.003539856630041527,0.0038121532597301666,0.0029952632041307936,0.0029952631486196424,0.003267560000352887,0.004356746519107446,0.004356746519107446,0.004356746519107446,0.008168899334748403,0.05854378160030649,0.053097847785288366,0.003267560000352887,0.004356746519107446,0.004356746519107446,0.004356746519107446,0.003539856630041527,0.0029952631486196424,0.0029952631486196424,0.0029952631486196424,0.003539856630041527,0.004356746519107446,0.003539856630041527,0.003539856630041527,0.003539856630041527,0.003539856630041527
1974,0.006836467503212873,0.006563008803084358,0.0068364673921905705,0.017501357696403375,0.017227897330940323,0.016680980152727898,0.0002734587001285149,0.0002734587001285149,0.0002734587001285149,0.0002734587001285149,0.011211806927313717,0.011485265183353022,0.017227899107297162,0.0013672935006425746,0.0013672935006425746,0.0013672935006425746,0.005742632702698813,0.005742632591676511,0.0030080458124359666,0.0038284216907769064,0.0038284216907769064,0.0035549629906483915,0.0035549629906483915,0.0035549629906483915,0.0035549629906483915,0.0030080458124359666,0.003281504401542179,0.0035549629906483915,0.004375339202056239,0.004922256380268664,0.004922256380268664,0.005195715413464086,0.008750678404112477,0.07137271995638628,0.054691740025702984,0.004375339313078541,0.004375339202056239,0.004922256380268664,0.004922256380268664,0.0035549629906483915,0.003281504401542179,0.003281504401542179,0.003281504401542179,0.004101880612950026,0.004648797791162451,0.004101880612950026,0.004375339202056239,0.004375339202056239,0.004648797791162451
1975,0.009705126924330898,0.007278845082225871,0.007548432101600611,0.01455769005342944,0.0156360382419507,0.01671438454309282,0.0,0.0,0.0010783474113651437,0.0013479342086952784,0.010244300019390806,0.010244300518991167,0.018601492124403762,0.0010783474113651437,0.0010783474113651437,0.0013479342086952784,0.004313389756482877,0.005122150259495584,0.005391736834781113,0.005391736834781113,0.005122150259495584,0.0035046290314255657,0.0035046290314255657,0.004582976664835314,0.004582976664835314,0.004043802626085835,0.0037742160508003053,0.0037742160508003053,0.004852563240120844,0.005661323854155853,0.005661323854155853,0.005661323854155853,0.00808760525217167,0.056074063836675236,0.053378198416886846,0.004582976664835314,0.004852563240120844,0.004852563240120844,0.004313389645460575,0.004313389645460575,0.004043802626085835,0.004043802626085835,0.004043802626085835,0.004852563240120844,0.005391736834781113,0.005122150259495584,0.006200497448816122,0.007278845082225871,0.006739671487565602
1976,0.01018234496719117,0.009138001466624246,0.009138001466624246,0.016709489458754945,0.017231659654726172,0.01932034621177081,0.0,0.0,0.0010443430564777145,0.0010443430564777145,0.01566514590267687,0.015404060249579743,0.016448402861968248,0.002088686112955429,0.002088686112955429,0.002088686112955429,0.005482801213041455,0.005743886699605127,0.005743886699605127,0.007832572701538254,0.008876915980060573,0.003916286406280278,0.004960629684802598,0.004960629684802598,0.004177372225910858,0.004960629684802598,0.004177372225910858,0.004177372225910858,0.004177372225910858,0.004177372225910858,0.004177372225910858,0.004960629684802598,0.009921259369605195,0.06318275558303554,0.05221715193570731,0.005482801157530304,0.006004972519235707,0.006527144158496867,0.006527144158496867,0.0036552005866496984,0.004438458045541438,0.004960629684802598,0.004960629684802598,0.0052217155044331776,0.006266058338866287,0.0052217155044331776,0.005482800879974548,0.005482800879974548,0.0052217155044331776
1977,0.006418856196566125,0.006162101939821696,0.006162101939821696,0.013094466844165709,0.01335122146173262,0.013864729808688026,0.0010270170269777168,0.0010270170269777168,0.0002567542567444292,0.0002567542567444292,0.010526924387743719,0.010526924221210265,0.017202534841054273,0.0010270170269777168,0.0010270170269777168,0.0010270170269777168,0.004108068052399716,0.004108068107910867,0.002310788227433136,0.0028242967964331456,0.002310788227433136,0.0012837713114777216,0.0010270170269777168,0.0012837713114777216,0.0010270170269777168,0.0012837713114777216,0.0010270170269777168,0.0010270170269777168,0.0020540340539554336,0.0028242967964331456,0.0028242967964331456,0.0028242967964331456,0.005391839419388589,0.051350850238662815,0.0480130466495865,0.0020540340539554336,0.002310788227433136,0.002310788227433136,0.0025675426229554432,0.0017972797694554288,0.001540525484955424,0.001540525484955424,0.001540525484955424,0.0017972797694554288,0.002310788227433136,0.0017972797694554288,0.0020540340539554336,0.0020540340539554336,0.0020540340539554336
1978,0.006093158533282406,0.005077632092564954,0.004823750732185772,0.017263948715040556,0.01853335795942712,0.01954888340094385,0.0,0.0,0.0005077632203587257,0.0005077632203587257,0.00863197491263179,0.008631975134676395,0.012186317621676324,0.0005077632203587257,0.0005077632203587257,0.0005077632203587257,0.0015232896333206014,0.0017771712990111155,0.0010155264407174514,0.0010155264407174514,0.0010155264407174514,0.0020310528814349027,0.0015232897165873283,0.00228493446385869,0.0020310528814349027,0.0015232897165873283,0.0012694080231412386,0.0012694080231412386,0.0017771712990111155,0.0017771712990111155,0.0017771712990111155,0.0017771712990111155,0.006347040226728495,0.055092310935478395,0.04899915051481685,0.0012694080231412386,0.0012694080231412386,0.0012694080231412386,0.0012694080231412386,0.0015232897165873283,0.0012694080231412386,0.0012694080231412386,0.0012694080231412386,0.00228493446385869,0.00228493446385869,0.0020310528814349027,0.00228493446385869,0.0020310528814349027,0.0020310528814349027
1979,0.005877401010323524,0.004897834138262169,0.004652942475757982,0.01248947745224882,0.012979261221346405,0.013224152439761383,0.0,0.0,0.0,0.0,0.010775235148585693,0.010775235814719508,0.0193464453346337,0.0009795668720613548,0.0009795668720613548,0.0009795668720613548,0.0026938087871464234,0.002693808953679877,0.0019591337441227097,0.0029387006161840645,0.0031835922231771008,0.0014693503080920323,0.0012244585345655423,0.0012244585345655423,0.0014693503080920323,0.0014693503080920323,0.0012244585345655423,0.0019591337441227097,0.0024489170691310846,0.0024489170691310846,0.0024489170691310846,0.0024489170691310846,0.008081427083084236,0.05559041860170311,0.03893778371955037,0.0019591337441227097,0.0034284841632370444,0.0034284841632370444,0.0034284841632370444,0.0014693503080920323,0.0014693503080920323,0.0014693503080920323,0.0014693503080920323,0.002204025406626897,0.002693808953679877,0.0019591337441227097,0.0019591337441227097,0.0019591337441227097,0.002204025406626897
1980,0.00817961542942669,0.006495576965193095,0.006255000073451811,0.011788269249635164,0.01299115393038619,0.011788269027590559,0.0004811538389937198,0.0004811538389937198,0.0002405769194968599,0.0002405769194968599,0.008179615262893236,0.0069767307486756636,0.010825961682670027,0.0007217307862461553,0.0007217307862461553,0.0007217307862461553,0.0014434615724923106,0.0014434615724923106,0.0014434615724923106,0.0024057691672130233,0.003127499925703603,0.0014434615724923106,0.0012028845697287238,0.0012028845697287238,0.0007217307862461553,0.0004811538389937198,0.0009623076779874395,0.0009623076779874395,0.001924615355974879,0.0021651922477161634,0.0021651922477161634,0.0024057691394574476,0.004330384495432327,0.05509211542520376,0.09887711238665275,0.0016840384642335948,0.0016840384642335948,0.001924615355974879,0.001924615355974879,0.0014434615724923106,0.0009623076779874395,0.0009623076779874395,0.0009623076779874395,0.0014434615724923106,0.0014434615724923106,0.0016840384642335948,0.0016840384642335948,0.0016840384642335948,0.0016840384642335948
